,?,,?UTC,??,?,?,,,?,?,50KT,50KT,50KT,30KT,30KT,30KT,
2005,1,14,0,0501,KULAP,2,5.2,148.1,1004,0,0,0,0,0,0,0,0
2005,1,14,6,0501,KULAP,2,5.7,148.0,1002,0,0,0,0,0,0,0,0
2005,1,14,12,0501,KULAP,2,6.8,147.8,1000,0,0,0,0,0,0,0,0
2005,1,14,18,0501,KULAP,2,7.0,147.5,998,0,0,0,0,0,0,0,0
2005,1,15,0,0501,KULAP,2,7.5,146.9,998,0,0,0,0,0,0,0,0
2005,1,15,6,0501,KULAP,2,8.1,146.9,998,0,0,0,0,0,0,0,0
2005,1,15,12,0501,KULAP,3,9.5,146.6,996,35,0,0,0,9,60,60,0
2005,1,15,18,0501,KULAP,3,10.9,146.6,994,40,0,0,0,9,80,80,0
2005,1,16,0,0501,KULAP,3,11.5,146.6,994,40,0,0,0,9,80,80,0
2005,1,16,6,0501,KULAP,3,12.6,146.6,992,40,0,0,0,9,100,100,0
2005,1,16,12,0501,KULAP,3,12.9,146.6,992,40,0,0,0,9,100,100,0
2005,1,16,18,0501,KULAP,3,13.5,146.9,990,45,0,0,0,9,100,100,0
2005,1,17,0,0501,KULAP,3,14.3,147.5,990,45,0,0,0,9,120,120,0
2005,1,17,6,0501,KULAP,3,15.0,148.6,990,45,0,0,0,9,120,120,0
2005,1,17,12,0501,KULAP,4,15.7,149.6,985,50,0,0,0,7,160,120,0
2005,1,17,18,0501,KULAP,4,16.3,150.7,985,50,0,0,0,7,180,120,0
2005,1,18,0,0501,KULAP,4,16.7,151.6,985,50,0,0,0,7,180,120,0
2005,1,18,6,0501,KULAP,4,17.2,152.6,985,50,0,0,0,7,180,100,0
2005,1,18,12,0501,KULAP,4,17.6,153.2,985,50,0,0,0,7,180,80,0
2005,1,18,18,0501,KULAP,3,18.0,153.8,990,45,0,0,0,7,180,60,0
2005,1,19,0,0501,KULAP,3,18.4,154.4,1000,35,0,0,0,7,120,60,0
2005,1,19,6,0501,KULAP,6,18.7,155.1,1004,0,0,0,0,0,0,0,0
2005,1,19,12,0501,KULAP,6,18.9,155.8,1012,0,0,0,0,0,0,0,0
2005,3,12,0,0502,ROKE,2,6.0,151.4,1008,0,0,0,0,0,0,0,0
2005,3,12,6,0502,ROKE,2,6.3,150.9,1006,0,0,0,0,0,0,0,0
2005,3,12,12,0502,ROKE,2,6.7,150.2,1008,0,0,0,0,0,0,0,0
2005,3,12,18,0502,ROKE,2,7.0,149.5,1006,0,0,0,0,0,0,0,0
2005,3,13,0,0502,ROKE,2,7.3,148.5,1008,0,0,0,0,0,0,0,0
2005,3,13,6,0502,ROKE,2,7.9,147.1,1004,0,0,0,0,0,0,0,0
2005,3,13,12,0502,ROKE,2,8.4,145.5,1002,0,0,0,0,0,0,0,0
2005,3,13,18,0502,ROKE,2,9.3,143.7,1000,0,0,0,0,0,0,0,0
2005,3,14,0,0502,ROKE,2,9.9,142.5,1000,0,0,0,0,0,0,0,0
